source_path	planned_native_path	action	notes
src/MissionPlannerAvalonia/ViewModels/ConfigViewModel.cs	ViewModels/ConfigViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/ConnectionOptionsViewModel.cs	ViewModels/ConnectionOptionsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/ConnectionViewModel.cs	ViewModels/ConnectionViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/DeviceOperationsViewModel.cs	ViewModels/DeviceOperationsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/DroneCANInspectorViewModel.cs	ViewModels/DroneCANInspectorViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/DroneCanBridge.cs	ViewModels/DroneCanBridge.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FaceMapMissionBuilder.cs	ViewModels/FaceMapMissionBuilder.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FaceMapViewModel.cs	ViewModels/FaceMapViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FlightDataViewModel.cs	ViewModels/FlightDataViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FlightPlannerViewModel.cs	ViewModels/FlightPlannerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FollowMeViewModel.cs	ViewModels/FollowMeViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/FormationControlViewModel.cs	ViewModels/FormationControlViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigAC_FenceViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigAC_FenceViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigADSBViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigADSBViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigAdvancedViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigAdvancedViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigAirspeedViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigAirspeedViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigAntennaTrackerParamViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigAntennaTrackerParamViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigAntennaTrackerViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigAntennaTrackerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigArduplaneViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigArduplaneViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigArduroverViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigArduroverViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigBasicTuningViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigBasicTuningViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoring2ViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoring2ViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoringViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoringViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigCompassLegacyViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigCompassLegacyViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigCompassMotViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigCompassMotViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigCubeIDViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigCubeIDViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigDefaultSettingsViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigDefaultSettingsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigDeveloperToolsViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigDeveloperToolsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigDroneCanViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigDroneCanViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigElevationSourcesViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigElevationSourcesViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigExtendedTuningViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigExtendedTuningViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFFTViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFFTViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFailSafeViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFailSafeViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFirmwareLegacyViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFirmwareLegacyViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFlightModesViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFlightModesViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFrameClassTypeViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFrameClassTypeViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFrameTypeViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFrameTypeViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigFriendlyParamsViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigFriendlyParamsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigGPSOrderViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigGPSOrderViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigGpsInjectViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigGpsInjectViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigHWBTViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigHWBTViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigHWCANViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigHWCANViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigHWESP8266ViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigHWESP8266ViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigHWIDViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigHWIDViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigHWOSDViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigHWOSDViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigInitialParamsViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigInitialParamsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigJoystickViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigJoystickViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigMavCommandViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigMavCommandViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigMountViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigMountViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigOSDViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigOSDViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigOnboardReplViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigOnboardReplViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigOptFlowViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigOptFlowViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigPX4FlowViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigPX4FlowViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigParachuteViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigParachuteViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigParamLoadingViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigParamLoadingViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigPlannerAdvViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigPlannerAdvViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigPlannerViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigPlannerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigRadioInputViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigRadioInputViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigRadioOutputViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigRadioOutputViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigRangeFinderViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigRangeFinderViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigScriptReplViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigScriptReplViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigSecureApViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigSecureApViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigSecureViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigSecureViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigSerialViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigSerialViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigTerminalViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigTerminalViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigTradHeli4ViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigTradHeli4ViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigTradHeliViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigTradHeliViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ConfigUserDefinedViewModel.cs	ViewModels/GCSViews/ConfigurationView/ConfigUserDefinedViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/DroneCanMulticastTransport.cs	ViewModels/GCSViews/ConfigurationView/DroneCanMulticastTransport.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/MavFTPUIViewModel.cs	ViewModels/GCSViews/ConfigurationView/MavFTPUIViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ParamField.cs	ViewModels/GCSViews/ConfigurationView/ParamField.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/ParamPageBase.cs	ViewModels/GCSViews/ConfigurationView/ParamPageBase.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GCSViews/ConfigurationView/WarningManagerViewModel.cs	ViewModels/GCSViews/ConfigurationView/WarningManagerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GeoRefViewModel.cs	ViewModels/GeoRefViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/GridUIViewModel.cs	ViewModels/GridUIViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/HelpViewModel.cs	ViewModels/HelpViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/IParameterComparisonRow.cs	ViewModels/IParameterComparisonRow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/InfoPageViewModel.cs	ViewModels/InfoPageViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/LinkStatsViewModel.cs	ViewModels/LinkStatsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/LogBrowseViewModel.cs	ViewModels/LogBrowseViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/LogDownloadViewModel.cs	ViewModels/LogDownloadViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/LogIndexViewModel.cs	ViewModels/LogIndexViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MAVLinkInspectorViewModel.cs	ViewModels/MAVLinkInspectorViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MainWindowViewModel.cs	ViewModels/MainWindowViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MapCacheViewModel.cs	ViewModels/MapCacheViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MavlinkLogConvertViewModel.cs	ViewModels/MavlinkLogConvertViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MavlinkSerialTcpBridgeViewModel.cs	ViewModels/MavlinkSerialTcpBridgeViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MicrodroneDownlinkViewModel.cs	ViewModels/MicrodroneDownlinkViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/MovingBaseViewModel.cs	ViewModels/MovingBaseViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/OfflineMagFitViewModel.cs	ViewModels/OfflineMagFitViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/OpenDroneIdViewModel.cs	ViewModels/OpenDroneIdViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/OsdVideoOverlayViewModel.cs	ViewModels/OsdVideoOverlayViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/PluginManagerViewModel.cs	ViewModels/PluginManagerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/RawParamsViewModel.cs	ViewModels/RawParamsViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SerialOutputCotViewModel.cs	ViewModels/SerialOutputCotViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SerialOutputNMEAViewModel.cs	ViewModels/SerialOutputNMEAViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SerialPassThroughViewModel.cs	ViewModels/SerialPassThroughViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/Setup/InstallFirmwareViewModel.cs	ViewModels/Setup/InstallFirmwareViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/Setup/NvModemViewModel.cs	ViewModels/Setup/NvModemViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/Setup/SetupActionPages.cs	ViewModels/Setup/SetupActionPages.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SetupViewModel.cs	ViewModels/SetupViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SftpLogDownloadViewModel.cs	ViewModels/SftpLogDownloadViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SimulationViewModel.cs	ViewModels/SimulationViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SurveyMissionBuilder.cs	ViewModels/SurveyMissionBuilder.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SwarmFollowLeaderViewModel.cs	ViewModels/SwarmFollowLeaderViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SwarmFollowPathViewModel.cs	ViewModels/SwarmFollowPathViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SwarmSequenceViewModel.cs	ViewModels/SwarmSequenceViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/SwarmWaypointLeaderViewModel.cs	ViewModels/SwarmWaypointLeaderViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/Terrain3DViewModel.cs	ViewModels/Terrain3DViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/TerrainMakerViewModel.cs	ViewModels/TerrainMakerViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/TrackerHomeModuleViewModel.cs	ViewModels/TrackerHomeModuleViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/TranslationEditorViewModel.cs	ViewModels/TranslationEditorViewModel.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/ViewModels/ViewModelBase.cs	ViewModels/ViewModelBase.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ActionPageView.axaml	Views/ActionPageView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ActionPageView.axaml.cs	Views/ActionPageView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/AntennaTrackerUIView.axaml	Views/AntennaTrackerUIView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/AntennaTrackerUIView.axaml.cs	Views/AntennaTrackerUIView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/AvaloniaOsdVideoFrameRenderer.cs	Views/AvaloniaOsdVideoFrameRenderer.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/BackstageView.axaml	Views/BackstageView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/BackstageView.axaml.cs	Views/BackstageView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConfigFFTWindow.cs	Views/ConfigFFTWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConfigView.axaml	Views/ConfigView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConfigView.axaml.cs	Views/ConfigView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConnectDialog.cs	Views/ConnectDialog.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConnectionOptionsWindow.axaml	Views/ConnectionOptionsWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ConnectionOptionsWindow.axaml.cs	Views/ConnectionOptionsWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DeviceOperationsView.axaml	Views/DeviceOperationsView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DeviceOperationsView.axaml.cs	Views/DeviceOperationsView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DeviceOperationsWindow.cs	Views/DeviceOperationsWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DroneCANInspectorView.axaml	Views/DroneCANInspectorView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DroneCANInspectorView.axaml.cs	Views/DroneCANInspectorView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/DroneCANInspectorWindow.cs	Views/DroneCANInspectorWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ElevationGraphWindow.cs	Views/ElevationGraphWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FaceMapView.axaml	Views/FaceMapView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FaceMapView.axaml.cs	Views/FaceMapView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FaceMapWindow.cs	Views/FaceMapWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FlightDataDialogs.cs	Views/FlightDataDialogs.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FlightDataView.axaml	GCSViews/FlightDataView.axaml	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/FlightDataView.axaml.cs	GCSViews/FlightDataView.axaml.cs	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/FlightPlannerView.axaml	GCSViews/FlightPlannerView.axaml	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/FlightPlannerView.axaml.cs	GCSViews/FlightPlannerView.axaml.cs	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/FollowMeView.axaml	Views/FollowMeView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FollowMeView.axaml.cs	Views/FollowMeView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FollowMeWindow.cs	Views/FollowMeWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FormationControlWindow.axaml	Views/FormationControlWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/FormationControlWindow.axaml.cs	Views/FormationControlWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAC_FenceView.axaml	GCSViews/ConfigurationView/ConfigAC_FenceView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAC_FenceView.axaml.cs	GCSViews/ConfigurationView/ConfigAC_FenceView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigADSBView.axaml	GCSViews/ConfigurationView/ConfigADSBView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigADSBView.axaml.cs	GCSViews/ConfigurationView/ConfigADSBView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAccelCalibrationView.axaml	GCSViews/ConfigurationView/ConfigAccelCalibrationView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAccelCalibrationView.axaml.cs	GCSViews/ConfigurationView/ConfigAccelCalibrationView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAirspeedView.axaml	GCSViews/ConfigurationView/ConfigAirspeedView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAirspeedView.axaml.cs	GCSViews/ConfigurationView/ConfigAirspeedView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
